,label,text,text_clean,Soeken M,Choi C,Ejlali A,D'angelo G,Anand K,Miller B,Niu X,Chou PH,Hu W,Plessl C,Lantz V,Rodríguez ND,Wang Z,West R,Fei Y,Abouelella F,Kaldeli E,Santinelli L,Misler M,Bacivarov I,Park KJ,Guntur S,Velickovic N,Wu T,Vitek J,Root M,Hawkins W,Hsiung PA,Curley E,Kostakos V,Bueno D,Mu J,Ishizaka K,Trummer R,Vandeputte F,Deng Q,Meratnia N,Patti D,Coulson G,Dash A,Penserini L,Hoke S,Chang E,Nahrstedt K,Seviora RE,Steenkiste P,Whalley DB,Hattangady S,Ykman-Couvreur C,Aldini A,Xiang H,Karellas A,Dong H,Rocca P,Oliveri G,Hu RQ,Ghayvat H,Gui X,Alkar AZ,Chiavedale C,Pedrasa MA,Jae Chul Moon,Al-Rousan M,Kundur D,Cabrer MR,Bjelica MZ,Lopes RD,Arni J,Santos-Perez M,Chang CK,Tan F,Bu L,Clapperton G,Kwon WH,Galloway S,Marusic S,Hwang Z,Seungho Baek,Perera C,Horiike Y,Faulkner R,Newsome J,Qiao C,Aghajan H,Bose S,Rungger M,Sheng W,Liang X,Guo T,O'Connor NE,Yin Y,Lee W,Billis AS,Skoldström P,Palazzi CE,Huh J,Wendorf RG,Boger J,Chon Y,Youbing Zhang,Mitchell R,Cavdar IH,Chow M,Caraiscos C,Harrison MD,Hüssy J,Mateias C,Nicolescu A,Lien SY,Treur J,Rialle V,Vlahavas I,Paola A,Gu M,Sonntag C,Rodríguez-Covili J,Peoble L,Sánchez-Venzalá JI,Munaro M,Chuang SN,Roussaki I,Fricke R,Becker C,Lewis D,Stevens T,publication_date_2003,publication_date_2007
10,0,"Terra: Flexibility and Safety in Wireless Sensor Networks [] WSN, reactive programming, safety, virtual machine, wireless sensor networks",terra flexibility and safety in wireless sensor networks wsn reactive programming safety virtual machine wireless sensor networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
11,0,"VSSD: Performance Isolation in a Solid-State Drive [] I O scheduler, NAND flash memory, SSD, performance isolation",vssd performance isolation in a solid state drive i o scheduler nand flash memory ssd performance isolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
12,0,"CAFFEINE: A Utility-Driven Prefetcher Aggressiveness Engine for Multicores [] Prefetching, cache pollution, intercore interference, memory systems, multicore",caffeine a utility driven prefetcher aggressiveness engine for multicores prefetching cache pollution intercore interference memory systems multicore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
13,0,"Soter: Smart Bracelets for Children&Rsquo;s Safety [] Smart bracelet, children's safety, energy-efficient positioning, safe region, safe route, smart notification",soter smart bracelets for children rsquo s safety smart bracelet children s safety energy efficient positioning safe region safe route smart notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
14,0,"A Methodology to Recover RTL IP Functionality for Automatic Generation of SW Applications [] IP reuse, RTL IP, embedded software generation",a methodology to recover rtl ip functionality for automatic generation of sw applications ip reuse rtl ip embedded software generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
15,0,"Array Interleaving&Mdash;An Energy-Efficient Data Layout Transformation [] Data layout, SIMD architecture, memory energy optimization",array interleaving mdash an energy efficient data layout transformation data layout simd architecture memory energy optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
16,0,"Scheduling Globally Asynchronous Locally Synchronous Programs for Guaranteed Response Times [] SystemJ, response time analysis, satisfiability modulo theories, worst-case reaction time",scheduling globally asynchronous locally synchronous programs for guaranteed response times systemj response time analysis satisfiability modulo theories worst case reaction time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
17,0,"CoEx: A Novel Profiling-Based Algorithm/Architecture Co-Exploration for ASIP Design [] ASIP, algorithm architecture co-exploration, performance estimation",coex a novel profiling based algorithm architecture co exploration for asip design asip algorithm architecture co exploration performance estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
18,0,"Communication Optimizations for Multithreaded Code Generation from Simulink Models [] Simulink, co-design, code generation, communication optimization, multiprocessor system-on-chip, specification",communication optimizations for multithreaded code generation from simulink models simulink co design code generation communication optimization multiprocessor system on chip specification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,0,"Dynamic Shared SPM Reuse for Real-Time Multicore Embedded Systems [] Scratchpad memory, embedded real-time systems, multicore processors, scheduling, shared memory",dynamic shared spm reuse for real time multicore embedded systems scratchpad memory embedded real time systems multicore processors scheduling shared memory,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20,0,"Preemptive Uniprocessor Scheduling of Mixed-Criticality Sporadic Task Systems [] Mixed criticality, preemptive scheduling, sporadic task system",preemptive uniprocessor scheduling of mixed criticality sporadic task systems mixed criticality preemptive scheduling sporadic task system,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
21,0,"Speech Interaction with Personal Assistive Robots Supporting Aging at Home for Individuals with Alzheimer&Rsquo;s Disease [] Alzheimer's disease, automatic speech recognition, human--computer interaction, mobile robotics, smart home",speech interaction with personal assistive robots supporting aging at home for individuals with alzheimer rsquo s disease alzheimer s disease automatic speech recognition human computer interaction mobile robotics smart home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
22,0,Design Optimization of Mixed-Criticality Real-Time Embedded Systems [] Design optimization,design optimization of mixed criticality real time embedded systems design optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
23,0,"Energy Modeling of Software for a Hardware Multithreaded Embedded Microprocessor [] ISA-level energy modeling, Software energy modeling, XMOS XS1 xCORE, computer architecture, embedded systems, multithreading",energy modeling of software for a hardware multithreaded embedded microprocessor isa level energy modeling software energy modeling xmos xs1 xcore computer architecture embedded systems multithreading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
24,0,"Instruction-Cache Locking for Improving Embedded Systems Performance [] Binary rewriting, cache locking, caches, embedded systems",instruction cache locking for improving embedded systems performance binary rewriting cache locking caches embedded systems,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
25,0,"ASP-Based Encoding Model of Architecture Synthesis for Smart Cameras in Distributed Networks [] FPGA, System design, answer set programming, architecture synthesis, distributed smart cameras, multiobjective optimization, power minimization, reconfigurable systems, technology mapping",asp based encoding model of architecture synthesis for smart cameras in distributed networks fpga system design answer set programming architecture synthesis distributed smart cameras multiobjective optimization power minimization reconfigurable systems technology mapping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
26,0,"Modeling the Thermal Dynamics of Buildings: A Latent-Force- Model-Based Approach [] Artificial intelligence, HVAC, energy savings, latent force models, residential buildings, smart homes, sustainability, thermal models",modeling the thermal dynamics of buildings a latent force model based approach artificial intelligence hvac energy savings latent force models residential buildings smart homes sustainability thermal models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
27,0,"Multilevel Phase Analysis [] Multilevel, dynamic prediction, phase, sampling, simulation",multilevel phase analysis multilevel dynamic prediction phase sampling simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
28,0,"Stability of Online Resource Managers for Distributed Systems Under Execution Time Variations [] Control theory, adaptive real-time systems, distributed systems, stability criterion",stability of online resource managers for distributed systems under execution time variations control theory adaptive real time systems distributed systems stability criterion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
29,0,"Temperature-Aware Data Allocation for Embedded Systems with Cache and Scratchpad Memory [] Data allocation, cache, embedded systems, scratchpad memory, temperature aware",temperature aware data allocation for embedded systems with cache and scratchpad memory data allocation cache embedded systems scratchpad memory temperature aware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,0,"A Java Processor IP Design for Embedded SoC [] Java accelerator, application processor SoC, dynamic class loading, embedded systems",a java processor ip design for embedded soc java accelerator application processor soc dynamic class loading embedded systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
31,0,"Placement of Linked Dynamic Data Structures over Heterogeneous Memories in Embedded Systems [] Design, efficiency, embedded, memory management, memory organization",placement of linked dynamic data structures over heterogeneous memories in embedded systems design efficiency embedded memory management memory organization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32,0,"Runtime Optimization of System Utility with Variable Hardware [] Variability, embedded operating systems, power consumption",runtime optimization of system utility with variable hardware variability embedded operating systems power consumption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
